n,m,p,it,diff,ns
14,12,0.6,50,0,1577981
14,12,0.6,50,0,1525460
14,12,0.6,50,0,1525531
14,12,0.6,50,0,1535169
14,12,0.6,50,0,1529930
14,12,0.6,50,0,1532934
14,12,0.6,50,0,1525461
14,12,0.6,50,0,1527486
14,12,0.6,50,0,1530280
14,12,0.6,50,0,1527696
14,12,0.6,50,0,1530699
14,12,0.6,50,0,1529372
14,12,0.6,50,0,1500737
14,12,0.6,50,0,1529651
14,12,0.6,50,0,1522039
14,12,0.6,50,0,1568343
14,12,0.6,50,0,1534330
14,12,0.6,50,0,1500738
14,12,0.6,50,0,1530838
14,12,0.6,50,0,1522458
14,12,0.6,50,0,1569949
14,12,0.6,50,0,1550953
14,12,0.6,50,0,1521968
14,12,0.6,50,0,1528603
14,12,0.6,50,0,1529512
14,12,0.6,50,0,1522108
14,12,0.6,50,0,1531956
14,12,0.6,50,0,1525670
14,12,0.6,50,0,1497175
19,18,0.6,50,0,2250128
19,18,0.6,50,0,2168204
19,18,0.6,50,0,2168694
19,18,0.6,50,0,2157449
19,18,0.6,50,0,2136008
19,18,0.6,50,0,2165691
19,18,0.6,50,0,2156471
19,18,0.6,50,0,2137545
19,18,0.6,50,0,2162897
19,18,0.6,50,0,2140897
19,18,0.6,50,0,2128186
19,18,0.6,50,0,2128536
19,18,0.6,50,0,2123227
19,18,0.6,50,0,2171278
19,18,0.6,50,0,2159614
19,18,0.6,50,0,2137055
19,18,0.6,50,0,2160313
19,18,0.6,50,0,2137754
19,18,0.6,50,0,2164084
19,18,0.6,50,0,2133913
19,18,0.6,50,0,2160802
19,18,0.6,50,0,2131679
19,18,0.6,50,0,2171627
19,18,0.6,50,0,2129792
19,18,0.6,50,0,2170859
19,18,0.6,50,0,2125602
19,18,0.6,50,0,2168763
19,18,0.6,50,0,2156681
19,18,0.6,50,0,2138732
19,18,0.6,50,0,2167995
19,18,0.6,50,0,2132586
19,18,0.6,50,0,2120434
19,18,0.6,50,0,2126789
19,18,0.6,50,0,2164504
19,18,0.6,50,0,2135031
19,18,0.6,50,0,2171138
19,18,0.6,50,0,2150395
19,18,0.6,50,0,2138662
19,18,0.6,50,0,2125253
19,18,0.6,50,0,2135939
19,18,0.6,50,0,2134471
19,18,0.6,50,0,2156472
19,18,0.6,50,0,2129722
19,18,0.6,50,0,2151513
19,18,0.6,50,0,2168624
19,18,0.6,50,0,2146764
19,18,0.6,50,0,2128466
19,18,0.6,50,0,2122948
19,18,0.6,50,0,2152002
19,18,0.6,50,0,2101367
19,18,0.6,50,0,2126580
19,18,0.6,50,0,2153888
19,18,0.6,50,0,2148579
19,18,0.6,50,0,2125393
19,18,0.6,50,0,2167576
19,18,0.6,50,0,2160383
19,18,0.6,50,0,2161500
19,18,0.6,50,0,2124974
19,18,0.6,50,0,2104091
19,18,0.6,50,0,2163595
19,18,0.6,50,0,2133075
19,18,0.6,50,0,2164224
19,18,0.6,50,0,2137824
19,18,0.6,50,0,2123926
19,18,0.6,50,0,2125881
19,18,0.6,50,0,2165202
19,18,0.6,50,0,2135869
19,18,0.6,50,0,2161779
19,18,0.6,50,0,2158637
19,18,0.6,50,0,2138801
19,18,0.6,50,0,2159963
19,18,0.6,50,0,2135450
19,18,0.6,50,0,2160033
19,18,0.6,50,0,2141595
19,18,0.6,50,0,2121691
19,18,0.6,50,0,2130491
19,18,0.6,50,0,2147951
19,18,0.6,50,0,2105348
19,18,0.6,50,0,2169043
19,18,0.6,50,0,2125393
19,18,0.6,50,0,2127627
19,18,0.6,50,0,2130701
19,18,0.6,50,0,2192649
19,18,0.6,50,0,2101297
19,18,0.6,50,0,2168554
19,18,0.6,50,0,2132376
19,18,0.6,50,0,2122809
19,18,0.6,50,0,2126021
19,18,0.6,50,0,2126999
19,18,0.6,50,0,2166668
19,18,0.6,50,0,2127348
19,18,0.6,50,0,2130351
19,18,0.6,50,0,2123786
19,18,0.6,50,0,2175747
19,18,0.6,50,0,2124555
19,18,0.6,50,0,2196211
19,18,0.6,50,0,2170439
19,18,0.6,50,0,2141596
19,18,0.6,50,0,2126998
19,18,0.6,50,0,2167716
23,22,0.6,50,0,3060908
23,22,0.6,50,0,2950700
23,22,0.6,50,0,2973957
23,22,0.6,50,0,2950212
23,22,0.6,50,0,2965366
23,22,0.6,50,0,2971652
23,22,0.6,50,0,2943088
23,22,0.6,50,0,2945951
23,22,0.6,50,0,2974237
23,22,0.6,50,0,3003849
23,22,0.6,50,0,2905303
23,22,0.6,50,0,2978776
23,22,0.6,50,0,2980383
23,22,0.6,50,0,2951189
23,22,0.6,50,0,2993373
23,22,0.6,50,0,2948605
23,22,0.6,50,0,2941271
23,22,0.6,50,0,2945462
23,22,0.6,50,0,2966135
23,22,0.6,50,0,2945113
23,22,0.6,50,0,2939875
23,22,0.6,50,0,2935474
23,22,0.6,50,0,2964668
23,22,0.6,50,0,2981500
23,22,0.6,50,0,2981011
23,22,0.6,50,0,2938269
23,22,0.6,50,0,2943297
23,22,0.6,50,0,2940433
23,22,0.6,50,0,3005246
23,22,0.6,50,0,2934008
23,22,0.6,50,0,2942808
23,22,0.6,50,0,2973189
23,22,0.6,50,0,2944275
23,22,0.6,50,0,2941062
23,22,0.6,50,0,2965226
23,22,0.6,50,0,2974237
23,22,0.6,50,0,2945392
23,22,0.6,50,0,2972770
23,22,0.6,50,0,2946230
23,22,0.6,50,0,2943227
23,22,0.6,50,0,2996446
23,22,0.6,50,0,2938827
23,22,0.6,50,0,2941551
23,22,0.6,50,0,2976960
23,22,0.6,50,0,2934217
23,22,0.6,50,0,2943995
23,22,0.6,50,0,2946999
23,22,0.6,50,0,2993722
23,22,0.6,50,0,2941690
23,22,0.6,50,0,2950211
23,22,0.6,50,0,2970046
23,22,0.6,50,0,2953494
23,22,0.6,50,0,2938059
23,22,0.6,50,0,3000426
23,22,0.6,50,0,2950979
23,22,0.6,50,0,2967043
23,22,0.6,50,0,2933589
23,22,0.6,50,0,2948535
23,22,0.6,50,0,2940713
23,22,0.6,50,0,2962433
23,22,0.6,50,0,2975493
23,22,0.6,50,0,2981710
23,22,0.6,50,0,2950420
23,22,0.6,50,0,2900484
23,22,0.6,50,0,2958522
23,22,0.6,50,0,2948396
23,22,0.6,50,0,2943995
23,22,0.6,50,0,3002801
23,22,0.6,50,0,2943437
23,22,0.6,50,0,2983106
23,22,0.6,50,0,3007970
23,22,0.6,50,0,2939316
23,22,0.6,50,0,2944624
23,22,0.6,50,0,2976890
23,22,0.6,50,0,2946230
23,22,0.6,50,0,2936383
23,22,0.6,50,0,2994071
23,22,0.6,50,0,2945183
23,22,0.6,50,0,2977658
23,22,0.6,50,0,2951817
23,22,0.6,50,0,2962014
23,22,0.6,50,0,2977728
23,22,0.6,50,0,2983805
23,22,0.6,50,0,2934427
23,22,0.6,50,0,2949024
23,22,0.6,50,0,2942738
23,22,0.6,50,0,2995748
23,22,0.6,50,0,2945881
23,22,0.6,50,0,2981010
23,22,0.6,50,0,2947766
23,22,0.6,50,0,2993024
23,22,0.6,50,0,2940014
23,22,0.6,50,0,2952586
23,22,0.6,50,0,2974865
23,22,0.6,50,0,2952865
23,22,0.6,50,0,2991836
23,22,0.6,50,0,2945742
23,22,0.6,50,0,2937011
23,22,0.6,50,0,2934148
