n,m,p,it,diff,ns
124,116,0.6,50,11,3663075
124,116,0.6,50,11,3664751
124,116,0.6,50,11,3613558
124,116,0.6,50,11,3624802
124,116,0.6,50,11,3475692
124,116,0.6,50,11,3660491
124,116,0.6,50,11,3620124
124,116,0.6,50,11,3659094
124,116,0.6,50,11,3660561
124,116,0.6,50,11,3615793
124,116,0.6,50,11,3662656
124,116,0.6,50,11,3659235
124,116,0.6,50,11,3577521
124,116,0.6,50,11,3624872
124,116,0.6,50,11,3562784
124,116,0.6,50,11,3574238
124,116,0.6,50,11,3614187
124,116,0.6,50,11,3658047
124,116,0.6,50,11,3618447
124,116,0.6,50,11,3470944
124,116,0.6,50,11,3658536
124,116,0.6,50,11,3614606
124,116,0.6,50,11,3659095
124,116,0.6,50,11,3616631
124,116,0.6,50,11,3665520
124,116,0.6,50,11,3573749
124,116,0.6,50,11,3622917
124,116,0.6,50,11,3663145
124,116,0.6,50,11,3622917
124,116,0.6,50,11,3666567
124,116,0.6,50,11,3708332
124,116,0.6,50,11,3666777
124,116,0.6,50,11,3656929
124,116,0.6,50,11,3667684
124,116,0.6,50,11,3663076
124,116,0.6,50,11,3473527
124,116,0.6,50,11,3661399
124,116,0.6,50,11,3616701
124,116,0.6,50,11,3662307
124,116,0.6,50,11,3661609
124,116,0.6,50,11,3615374
124,116,0.6,50,11,3661679
124,116,0.6,50,11,3665589
124,116,0.6,50,11,3660142
124,116,0.6,50,11,3664752
124,116,0.6,50,11,3669640
124,116,0.6,50,11,3470804
124,116,0.6,50,11,3620403
