n,m,ns
4,6,27029
4,6,26959
4,6,27029
4,6,27098
4,6,27098
4,6,27168
4,6,27028
4,6,26888
4,6,26679
4,6,26818
4,6,26120
4,6,26190
4,6,27098
4,6,26889
4,6,27029
4,6,26749
4,6,26958
4,6,26679
4,6,26959
4,6,27238
4,6,26889
4,6,26749
4,6,26819
4,6,26050
4,6,26958
4,6,26609
4,6,26749
4,6,26749
4,6,26959
4,6,26819
4,6,26748
4,6,26958
4,6,26819
4,6,26749
4,6,26749
4,6,26819
4,6,27098
4,6,26959
4,6,26819
4,6,26749
4,6,26819
4,6,26958
4,6,52590
4,6,25422
4,6,25422
4,6,25492
4,6,25422
4,6,25213
4,6,24793
4,6,25492
4,6,25283
4,6,25073
4,6,25701
4,6,25352
4,6,25702
4,6,24723
4,6,25422
4,6,25562
4,6,25491
4,6,25492
4,6,25422
4,6,25143
4,6,25491
4,6,25492
4,6,25352
4,6,25213
4,6,25632
4,6,25492
4,6,25701
4,6,25422
4,6,24514
4,6,25422
4,6,25282
4,6,25282
4,6,25491
4,6,25422
4,6,25771
4,6,24863
4,6,25352
4,6,25072
4,6,25631
4,6,25282
4,6,25422
4,6,25421
4,6,25632
4,6,25283
4,6,25492
4,6,25283
4,6,25073
5,0,15435
5,0,13759
5,0,14178
5,0,13480
5,0,13130
5,0,12501
5,0,12222
5,0,13060
5,0,12432
5,0,12781
5,0,11943
5,0,12361
5,0,12292
5,0,12082
5,0,12990
5,0,12920
5,0,12641
5,0,12851
5,0,12851
5,0,12921
5,0,13339
5,0,13200
5,0,12502
5,0,12153
5,0,13061
5,0,13060
5,0,12851
5,0,12990
5,0,12990
5,0,12990
5,0,12990
5,0,12082
5,0,12990
5,0,12851
5,0,12921
5,0,11663
5,0,12920
5,0,12990
5,0,12781
5,0,13060
5,0,12991
5,0,12781
5,0,12851
5,0,12851
5,0,13060
5,0,12850
5,0,12990
5,0,12711
5,0,13060
5,0,12850
5,0,12781
5,0,12780
5,0,12921
5,0,12432
5,0,12851
5,0,12851
5,0,12222
5,0,12780
5,0,12851
5,0,12711
5,0,12921
5,0,12851
5,0,12920
5,0,12920
5,0,12991
5,0,12851
5,0,12920
5,0,12850
5,0,12921
5,0,12991
5,0,12851
5,0,12781
5,0,12502
5,0,12851
5,0,12920
5,0,12921
5,0,13200
5,0,12921
5,0,12920
5,0,12920
5,0,12921
5,0,12153
5,0,12921
5,0,12921
5,0,12990
5,0,12920
5,0,12851
5,0,12850
5,0,12501
5,0,12851
5,0,12991
5,0,13060
5,0,12921
5,0,12850
5,0,12990
5,0,12851
5,0,12920
5,0,12850
5,0,12851
5,0,12850
5,1,19276
5,1,18019
5,1,17111
