n,m,p,it,ns
36,630,0.6,1,25381894
36,630,0.6,1,25375329
36,630,0.6,1,25375259
36,630,0.6,1,25357729
36,630,0.6,1,25394255
36,630,0.6,1,25362757
36,630,0.6,1,25369183
36,630,0.6,1,25384268
36,630,0.6,1,25365760
36,630,0.6,1,25363805
36,630,0.6,1,25384618
36,630,0.6,1,25386364
36,630,0.6,1,25359893
36,630,0.6,1,25381545
36,630,0.6,1,25394186
36,630,0.6,1,25371627
36,630,0.6,1,25384408
36,630,0.6,1,25356122
36,630,0.6,1,25352840
36,630,0.6,1,25376656
36,630,0.6,1,25381335
36,630,0.6,1,25491055
36,630,0.6,1,25376726
36,630,0.6,1,25376306
36,630,0.6,1,25357100
36,630,0.6,1,25359824
36,630,0.6,1,25372814
36,630,0.6,1,25382033
36,630,0.6,1,25424637
36,630,0.6,1,25508865
36,630,0.6,1,25367856
36,630,0.6,1,25389157
36,630,0.6,1,25387411
36,630,0.6,1,25377703
36,630,0.6,1,25388808
36,630,0.6,1,25353678
36,630,0.6,1,25359405
36,630,0.6,1,25354237
36,630,0.6,1,25363316
36,630,0.6,1,25400123
36,630,0.6,1,25386782
36,630,0.6,1,25377983
36,630,0.6,1,25380497
36,630,0.6,1,25372815
36,630,0.6,1,25372325
36,630,0.6,1,25376027
36,630,0.6,1,25387202
36,630,0.6,2,50807229
36,630,0.6,2,50744232
36,630,0.6,2,50769375
36,630,0.6,2,50785857
36,630,0.6,2,50847108
36,630,0.6,2,50790117
36,630,0.6,2,50737457
36,630,0.6,2,50744582
36,630,0.6,2,50752473
36,630,0.6,2,50759597
36,630,0.6,2,50733966
36,630,0.6,2,50741369
36,630,0.6,2,50758340
36,630,0.6,2,50761413
36,630,0.6,2,50746886
36,630,0.6,2,50729984
36,630,0.6,2,50826994
36,630,0.6,2,50739063
36,630,0.6,2,50749959
36,630,0.6,2,50868339
36,630,0.6,2,50740251
36,630,0.6,2,50743394
36,630,0.6,2,50768327
36,630,0.6,2,50758340
36,630,0.6,2,50766302
36,630,0.6,2,50763508
36,630,0.6,2,50769514
36,630,0.6,2,50749680
36,630,0.6,2,50772168
36,630,0.6,2,50750309
36,630,0.6,2,50748283
36,630,0.6,2,50776568
36,630,0.6,2,50756664
36,630,0.6,2,50772867
36,630,0.6,2,50748562
36,630,0.6,2,50774334
36,630,0.6,2,50753940
36,630,0.6,2,50740949
36,630,0.6,2,50762601
36,630,0.6,2,50745140
36,630,0.6,2,50883635
36,630,0.6,2,50744092
36,630,0.6,2,50773146
36,630,0.6,2,50760715
36,630,0.6,2,50741788
36,630,0.6,2,50759387
36,630,0.6,2,50814492
36,630,0.6,2,50736620
36,630,0.6,2,50785648
36,630,0.6,2,50742905
36,630,0.6,2,50869457
36,630,0.6,2,50766861
36,630,0.6,2,50761832
36,630,0.6,2,50768676
36,630,0.6,2,50784391
36,630,0.6,2,50727890
36,630,0.6,2,50718390
36,630,0.6,2,50763998
36,630,0.6,2,50766232
36,630,0.6,2,50772587
36,630,0.6,2,50757781
36,630,0.6,2,50741369
36,630,0.6,2,50749819
36,630,0.6,2,50744441
36,630,0.6,2,50833210
36,630,0.6,2,50717972
36,630,0.6,2,50784182
36,630,0.6,2,50752962
36,630,0.6,2,50761832
36,630,0.6,2,50757991
36,630,0.6,2,50758270
36,630,0.6,2,50756175
36,630,0.6,2,50765185
36,630,0.6,2,50764416
36,630,0.6,2,50767978
36,630,0.6,2,50749610
36,630,0.6,2,50752124
36,630,0.6,2,50738226
36,630,0.6,2,50745978
36,630,0.6,2,50775451
36,630,0.6,2,50777477
36,630,0.6,2,50749260
36,630,0.6,2,50744511
36,630,0.6,2,50751705
36,630,0.6,2,50769026
36,630,0.6,2,50753451
36,630,0.6,2,50768187
36,630,0.6,2,50750937
36,630,0.6,2,50770423
36,630,0.6,2,50763648
36,630,0.6,2,50766232
36,630,0.6,2,50729216
36,630,0.6,2,50736270
36,630,0.6,2,50754149
36,630,0.6,2,50785509
36,630,0.6,2,50735152
36,630,0.6,2,50775381
36,630,0.6,2,50728657
36,630,0.6,2,50745838
36,630,0.6,2,50772309
36,630,0.6,3,76231446
36,630,0.6,3,76209726
36,630,0.6,3,76119770
36,630,0.6,3,76098329
36,630,0.6,3,76175154
36,630,0.6,3,76132691
36,630,0.6,3,76169567
36,630,0.6,3,76108875
36,630,0.6,3,76117535
36,630,0.6,3,76257846
36,630,0.6,3,76116278
36,630,0.6,3,76125567
36,630,0.6,3,76118652
36,630,0.6,3,76122215
36,630,0.6,3,76103707
36,630,0.6,3,76089948
36,630,0.6,3,76159999
36,630,0.6,3,76126056
36,630,0.6,3,76136602
36,630,0.6,3,76243180
36,630,0.6,3,76143237
36,630,0.6,3,76196386
36,630,0.6,3,76170265
36,630,0.6,3,76125777
36,630,0.6,3,76128640
36,630,0.6,3,76166354
36,630,0.6,3,76105452
36,630,0.6,3,76126266
36,630,0.6,3,76097421
36,630,0.6,3,76147846
36,630,0.6,3,76135275
36,630,0.6,3,76166843
36,630,0.6,3,76159789
36,630,0.6,3,76147776
36,630,0.6,3,76135485
36,630,0.6,3,76155179
36,630,0.6,3,76368056
36,630,0.6,3,76202602
36,630,0.6,3,76152106
36,630,0.6,3,76101542
36,630,0.6,3,76148405
36,630,0.6,3,76133040
36,630,0.6,3,76169428
36,630,0.6,3,76133250
36,630,0.6,3,76147217
36,630,0.6,3,76131154
36,630,0.6,3,76107338
36,630,0.6,3,76103986
36,630,0.6,3,76134507
36,630,0.6,3,76141630
36,630,0.6,3,76105733
36,630,0.6,3,76121795
36,630,0.6,3,76114253
36,630,0.6,3,76293186
36,630,0.6,3,76110760
36,630,0.6,3,76158812
36,630,0.6,3,76118234
36,630,0.6,3,76126754
36,630,0.6,3,76155319
36,630,0.6,3,76143446
36,630,0.6,3,76141141
36,630,0.6,3,76213636
36,630,0.6,3,76191218
36,630,0.6,3,76164468
36,630,0.6,3,76180672
36,630,0.6,3,76125218
36,630,0.6,3,76217129
36,630,0.6,3,76114741
36,630,0.6,3,76164329
36,630,0.6,3,76192335
36,630,0.6,3,76151897
36,630,0.6,3,76126405
36,630,0.6,3,76116837
36,630,0.6,3,76127523
36,630,0.6,3,76096234
36,630,0.6,3,76372665
36,630,0.6,3,76116278
36,630,0.6,3,76176551
36,630,0.6,3,76135485
36,630,0.6,3,76175922
36,630,0.6,3,76174595
36,630,0.6,3,76135414
36,630,0.6,3,76137789
36,630,0.6,3,76110691
36,630,0.6,3,76159789
36,630,0.6,3,76122843
36,630,0.6,3,76287738
36,630,0.6,3,76084640
36,630,0.6,3,76135065
36,630,0.6,3,76164399
36,630,0.6,3,76130944
36,630,0.6,3,76196386
36,630,0.6,3,76132062
36,630,0.6,3,76144424
36,630,0.6,3,76181789
36,630,0.6,3,76149802
36,630,0.6,3,76118862
36,630,0.6,3,76120399
36,630,0.6,3,76174874
36,630,0.6,3,76092113
36,630,0.6,4,101731581
36,630,0.6,4,101529112
36,630,0.6,4,101494889
36,630,0.6,4,101492235
36,630,0.6,4,101520940
36,630,0.6,4,101595530
36,630,0.6,4,101472051
36,630,0.6,4,101522197
36,630,0.6,4,101488743
36,630,0.6,4,101490908
36,630,0.6,4,101481969
36,630,0.6,4,101494330
36,630,0.6,4,101489512
36,630,0.6,4,101560190
36,630,0.6,4,101493283
36,630,0.6,4,101510394
36,630,0.6,4,101523105
36,630,0.6,4,101472959
36,630,0.6,4,101490908
36,630,0.6,4,101632337
36,630,0.6,4,101508019
36,630,0.6,4,101551321
36,630,0.6,4,101599930
36,630,0.6,4,101526318
36,630,0.6,4,101519683
36,630,0.6,4,101493353
36,630,0.6,4,101512140
36,630,0.6,4,101505855
36,630,0.6,4,101491677
36,630,0.6,4,101506902
36,630,0.6,4,101519473
36,630,0.6,4,101537422
36,630,0.6,4,101484482
36,630,0.6,4,101487207
36,630,0.6,4,101469048
36,630,0.6,4,101553416
36,630,0.6,4,101488883
36,630,0.6,4,101485461
36,630,0.6,4,101501594
36,630,0.6,4,101484203
36,630,0.6,4,101475544
36,630,0.6,4,101513187
36,630,0.6,4,101494121
36,630,0.6,4,101504248
36,630,0.6,4,101512908
36,630,0.6,4,101496216
36,630,0.6,4,101494260
36,630,0.6,4,101480502
36,630,0.6,4,101595600
36,630,0.6,4,101500267
36,630,0.6,4,101615366
36,630,0.6,4,101507740
36,630,0.6,4,101539029
36,630,0.6,4,101506483
36,630,0.6,4,101488603
36,630,0.6,4,101519892
36,630,0.6,4,101514794
36,630,0.6,4,101601746
36,630,0.6,4,101456406
36,630,0.6,4,101532045
36,630,0.6,4,101496006
36,630,0.6,4,101520940
36,630,0.6,4,101487696
36,630,0.6,4,101499917
36,630,0.6,4,101527854
36,630,0.6,4,101473867
36,630,0.6,4,101560400
36,630,0.6,4,101522686
36,630,0.6,4,101620533
36,630,0.6,4,101489651
36,630,0.6,4,101566616
36,630,0.6,4,101643372
36,630,0.6,4,101552577
36,630,0.6,4,101463600
36,630,0.6,4,101535187
36,630,0.6,4,101510184
36,630,0.6,4,101479105
36,630,0.6,4,101559492
36,630,0.6,4,101520940
36,630,0.6,4,101478197
36,630,0.6,4,101640648
36,630,0.6,4,101543010
36,630,0.6,4,101502362
36,630,0.6,4,101532743
36,630,0.6,4,101514934
36,630,0.6,4,101513118
36,630,0.6,4,101518425
36,630,0.6,4,101472261
36,630,0.6,4,101542381
36,630,0.6,4,101520800
36,630,0.6,4,101568712
36,630,0.6,4,101501454
36,630,0.6,4,101470236
36,630,0.6,4,101512139
36,630,0.6,4,101484343
36,630,0.6,4,101562496
36,630,0.6,4,101601257
36,630,0.6,4,101460038
36,630,0.6,4,101526248
36,630,0.6,4,101530019
36,630,0.6,5,126925323
36,630,0.6,5,126895361
36,630,0.6,5,126897106
36,630,0.6,5,126831107
36,630,0.6,5,126886490
36,630,0.6,5,126834668
36,630,0.6,5,126812948
36,630,0.6,5,126984897
36,630,0.6,5,126852687
36,630,0.6,5,126881672
36,630,0.6,5,126928255
36,630,0.6,5,126867215
36,630,0.6,5,126855620
36,630,0.6,5,126967995
36,630,0.6,5,126975189
36,630,0.6,5,126873291
36,630,0.6,5,126879017
36,630,0.6,5,126853595
36,630,0.6,5,126905418
36,630,0.6,5,126839347
36,630,0.6,5,126982662
36,630,0.6,5,126870008
36,630,0.6,5,126855690
36,630,0.6,5,126939221
36,630,0.6,5,126860579
36,630,0.6,5,126846751
36,630,0.6,5,126870287
36,630,0.6,5,127016675
36,630,0.6,5,126846471
36,630,0.6,5,126867703
36,630,0.6,5,126823354
36,630,0.6,5,126911633
36,630,0.6,5,126854154
36,630,0.6,5,126864281
36,630,0.6,5,126839906
36,630,0.6,5,127024217
36,630,0.6,5,126997049
36,630,0.6,5,126848846
36,630,0.6,5,126838649
36,630,0.6,5,126971627
36,630,0.6,5,126955354
36,630,0.6,5,126831316
36,630,0.6,5,126900808
36,630,0.6,5,126885234
36,630,0.6,5,126873989
36,630,0.6,5,126888726
36,630,0.6,5,126857855
36,630,0.6,5,126924833
36,630,0.6,5,126811551
36,630,0.6,5,127010878
36,630,0.6,5,126947043
36,630,0.6,5,126905697
36,630,0.6,5,126843119
36,630,0.6,5,126861208
36,630,0.6,5,127010249
36,630,0.6,5,126919665
36,630,0.6,5,126924484
36,630,0.6,5,126878458
36,630,0.6,5,126874198
36,630,0.6,5,126913519
36,630,0.6,5,126842281
36,630,0.6,5,126975817
36,630,0.6,5,126843468
36,630,0.6,5,126969602
36,630,0.6,5,126852268
36,630,0.6,5,126845773
36,630,0.6,5,126872312
36,630,0.6,5,126863094
36,630,0.6,5,126845005
36,630,0.6,5,126882719
36,630,0.6,5,126990345
36,630,0.6,5,126887887
36,630,0.6,5,126834947
36,630,0.6,5,126993976
36,630,0.6,5,126973024
36,630,0.6,5,126878877
36,630,0.6,5,126872033
36,630,0.6,5,126865608
36,630,0.6,5,126942922
36,630,0.6,5,126852059
36,630,0.6,5,126910726
36,630,0.6,5,126927207
36,630,0.6,5,126881112
36,630,0.6,5,126899202
36,630,0.6,5,126913518
36,630,0.6,5,126923786
36,630,0.6,5,126898852
36,630,0.6,5,126877550
36,630,0.6,5,126863932
36,630,0.6,5,126810643
36,630,0.6,5,126910725
36,630,0.6,5,126879646
36,630,0.6,5,126862255
36,630,0.6,5,128026369
36,630,0.6,5,126883767
36,630,0.6,5,126836134
36,630,0.6,5,126837183
36,630,0.6,5,126905766
36,630,0.6,5,126860998
36,630,0.6,5,126845074
36,630,0.7,1,25417653
36,630,0.7,1,25420515
36,630,0.7,1,25372605
36,630,0.7,1,25366528
36,630,0.7,1,25374211
36,630,0.7,1,25389716
36,630,0.7,1,25375538
36,630,0.7,1,25387830
36,630,0.7,1,25386922
36,630,0.7,1,25368624
36,630,0.7,1,25396420
36,630,0.7,1,25375817
36,630,0.7,1,25380915
36,630,0.7,1,25393488
36,630,0.7,1,25374001
36,630,0.7,1,25373163
36,630,0.7,1,25403614
36,630,0.7,1,25398097
36,630,0.7,1,25370998
36,630,0.7,1,25386573
36,630,0.7,1,25441817
36,630,0.7,1,25370440
36,630,0.7,1,25383709
36,630,0.7,1,25369043
36,630,0.7,1,25365761
36,630,0.7,1,25382871
36,630,0.7,1,25373932
36,630,0.7,1,25376586
36,630,0.7,1,25374700
36,630,0.7,1,25377982
36,630,0.7,1,25392300
36,630,0.7,1,25371907
36,630,0.7,1,25441049
36,630,0.7,1,25367436
36,630,0.7,1,25368205
36,630,0.7,1,25395024
36,630,0.7,1,25376446
36,630,0.7,1,25379519
36,630,0.7,1,25392579
36,630,0.7,1,25362827
36,630,0.7,1,25384967
36,630,0.7,1,25387481
36,630,0.7,1,25371976
36,630,0.7,1,25383291
36,630,0.7,1,25364922
36,630,0.7,1,25371138
36,630,0.7,1,25379309
36,630,0.7,1,25475061
36,630,0.7,1,25382313
36,630,0.7,1,25369532
36,630,0.7,1,25384827
36,630,0.7,1,25396001
36,630,0.7,1,25381474
36,630,0.7,1,25377634
36,630,0.7,1,25387131
36,630,0.7,1,25360732
36,630,0.7,1,25361081
36,630,0.7,1,25363386
36,630,0.7,1,25384128
36,630,0.7,1,25380148
36,630,0.7,1,25395722
36,630,0.7,1,25368554
36,630,0.7,1,25376166
36,630,0.7,1,25417653
36,630,0.7,1,25375259
36,630,0.7,1,25384757
36,630,0.7,1,25379449
36,630,0.7,1,25370231
36,630,0.7,1,25378890
36,630,0.7,1,25385386
36,630,0.7,1,25377843
36,630,0.7,1,25387900
36,630,0.7,1,25363316
36,630,0.7,1,25377494
36,630,0.7,1,25386643
36,630,0.7,1,25395792
36,630,0.7,1,25374840
36,630,0.7,1,25394884
36,630,0.7,1,25375957
36,630,0.7,1,25384548
36,630,0.7,1,25350046
36,630,0.7,1,25386014
36,630,0.7,1,25383500
36,630,0.7,1,25402637
36,630,0.7,1,25366668
36,630,0.7,1,25368345
36,630,0.7,1,25363036
36,630,0.7,1,25370370
36,630,0.7,1,25374351
36,630,0.7,1,25415557
36,630,0.7,1,25379239
36,630,0.7,1,25370230
36,630,0.7,1,25381893
36,630,0.7,1,25362827
36,630,0.7,1,25378891
36,630,0.7,1,25373722
36,630,0.7,1,25374211
36,630,0.7,1,25388040
36,630,0.7,1,25415557
36,630,0.7,1,25362059
36,630,0.7,2,50820917
36,630,0.7,2,50749190
36,630,0.7,2,50782505
36,630,0.7,2,50727051
36,630,0.7,2,50757292
36,630,0.7,2,50739831
36,630,0.7,2,50734873
36,630,0.7,2,50744791
36,630,0.7,2,50740041
36,630,0.7,2,50756314
36,630,0.7,2,50756943
36,630,0.7,2,50746746
36,630,0.7,2,50753381
36,630,0.7,2,50751076
36,630,0.7,2,50725654
36,630,0.7,2,50771050
36,630,0.7,2,50767070
36,630,0.7,2,50745139
36,630,0.7,2,50742346
36,630,0.7,2,50746676
36,630,0.7,2,50739273
36,630,0.7,2,50741228
36,630,0.7,2,50748911
36,630,0.7,2,50724118
36,630,0.7,2,50745419
36,630,0.7,2,50751355
36,630,0.7,2,50812466
36,630,0.7,2,50754499
36,630,0.7,2,50730542
36,630,0.7,2,50778872
36,630,0.7,2,50759807
36,630,0.7,2,50757431
36,630,0.7,2,50782784
36,630,0.7,2,50746327
36,630,0.7,2,50796473
36,630,0.7,2,50740670
36,630,0.7,2,50760156
36,630,0.7,2,50745628
36,630,0.7,2,50734384
36,630,0.7,2,50800803
36,630,0.7,2,50754429
36,630,0.7,2,50774612
36,630,0.7,2,50722162
36,630,0.7,2,50764136
36,630,0.7,2,50746955
36,630,0.7,2,50746746
36,630,0.7,2,50773565
36,630,0.7,2,50756035
36,630,0.7,2,50729844
36,630,0.7,2,50735292
36,630,0.7,2,50745628
36,630,0.7,2,50743603
36,630,0.7,2,50737038
36,630,0.7,2,50714898
36,630,0.7,2,50757431
36,630,0.7,2,50748003
36,630,0.7,2,50750797
36,630,0.7,2,50801082
36,630,0.7,2,50754010
36,630,0.7,2,50766720
36,630,0.7,2,50807368
36,630,0.7,2,50728517
36,630,0.7,2,50747654
36,630,0.7,2,50770771
36,630,0.7,2,50752892
36,630,0.7,2,50740321
36,630,0.7,2,50766092
36,630,0.7,2,50764904
36,630,0.7,2,50757572
36,630,0.7,2,50761482
36,630,0.7,2,50776359
36,630,0.7,2,50763298
36,630,0.7,2,50781737
36,630,0.7,2,50753172
36,630,0.7,2,50760574
36,630,0.7,2,50764416
36,630,0.7,2,50722231
36,630,0.7,2,50745489
36,630,0.7,2,50757362
36,630,0.7,2,50755406
36,630,0.7,2,50764905
36,630,0.7,2,50740111
36,630,0.7,2,50754917
36,630,0.7,2,50742485
36,630,0.7,2,50872460
36,630,0.7,2,50761203
36,630,0.7,2,50790048
36,630,0.7,2,50760015
36,630,0.7,2,50732150
36,630,0.7,2,50810091
36,630,0.7,2,50784320
36,630,0.7,2,50773146
36,630,0.7,2,50768466
36,630,0.7,2,50780828
36,630,0.7,2,50748282
36,630,0.7,2,50725654
36,630,0.7,2,50771679
36,630,0.7,2,50821825
36,630,0.7,2,50731730
36,630,0.7,2,50730962
36,630,0.7,3,76191357
36,630,0.7,3,76146449
36,630,0.7,3,76129966
36,630,0.7,3,76113484
36,630,0.7,3,76129547
36,630,0.7,3,76120678
36,630,0.7,3,76125007
36,630,0.7,3,76107827
36,630,0.7,3,76149243
36,630,0.7,3,76127522
36,630,0.7,3,76190868
36,630,0.7,3,76071649
36,630,0.7,3,76104964
36,630,0.7,3,76108525
36,630,0.7,3,76104265
36,630,0.7,3,76165376
36,630,0.7,3,76233191
36,630,0.7,3,76067529
36,630,0.7,3,76123401
36,630,0.7,3,76134297
36,630,0.7,3,76127801
36,630,0.7,3,76221179
36,630,0.7,3,76299261
36,630,0.7,3,76254633
36,630,0.7,3,76118862
36,630,0.7,3,76169217
36,630,0.7,3,76138836
36,630,0.7,3,76106011
36,630,0.7,3,76119560
36,630,0.7,3,76084709
36,630,0.7,3,76146938
36,630,0.7,3,76142118
36,630,0.7,3,76075490
36,630,0.7,3,76168030
36,630,0.7,3,76154760
36,630,0.7,3,76112017
36,630,0.7,3,76129827
36,630,0.7,3,76120119
36,630,0.7,3,76150919
36,630,0.7,3,76163979
36,630,0.7,3,76138068
36,630,0.7,3,76130176
36,630,0.7,3,76139395
36,630,0.7,3,76119420
36,630,0.7,3,76129548
36,630,0.7,3,76134785
36,630,0.7,3,76142258
36,630,0.7,3,76114602
36,630,0.7,3,76161604
36,630,0.7,3,76142957
36,630,0.7,3,76100564
36,630,0.7,3,76094557
36,630,0.7,3,76155598
36,630,0.7,3,76130176
36,630,0.7,3,76099516
36,630,0.7,3,76092671
36,630,0.7,3,76088341
36,630,0.7,3,76132760
36,630,0.7,3,76138207
36,630,0.7,3,76139325
36,630,0.7,3,76112087
36,630,0.7,3,76141979
36,630,0.7,3,76141141
36,630,0.7,3,76134227
36,630,0.7,3,76163350
36,630,0.7,3,76112576
36,630,0.7,3,76150011
36,630,0.7,3,76147985
36,630,0.7,3,76109573
36,630,0.7,3,76115230
36,630,0.7,3,76113833
36,630,0.7,3,76119350
36,630,0.7,3,76130316
36,630,0.7,3,76128779
36,630,0.7,3,76101122
36,630,0.7,3,76127032
36,630,0.7,3,76089668
36,630,0.7,3,76109992
36,630,0.7,3,76181998
36,630,0.7,3,76150848
36,630,0.7,3,76083802
36,630,0.7,3,76152456
36,630,0.7,3,76128429
36,630,0.7,3,76098748
36,630,0.7,3,76137090
36,630,0.7,3,76104614
36,630,0.7,3,76140443
36,630,0.7,3,76129268
36,630,0.7,3,76155668
36,630,0.7,3,76099515
36,630,0.7,3,76137928
36,630,0.7,3,76106989
36,630,0.7,3,76117185
36,630,0.7,3,76139465
36,630,0.7,3,76113344
36,630,0.7,3,76136461
36,630,0.7,3,76150989
36,630,0.7,3,76159718
36,630,0.7,3,76085478
36,630,0.7,3,76119699
36,630,0.7,4,101553205
36,630,0.7,4,101476869
36,630,0.7,4,101521009
36,630,0.7,4,101521777
36,630,0.7,4,101472958
36,630,0.7,4,101481898
36,630,0.7,4,101502431
36,630,0.7,4,101508228
36,630,0.7,4,101505923
36,630,0.7,4,101507739
36,630,0.7,4,101518564
36,630,0.7,4,101513117
36,630,0.7,4,101502641
36,630,0.7,4,101480990
36,630,0.7,4,101482387
36,630,0.7,4,101529669
36,630,0.7,4,101628006
36,630,0.7,4,101545313
36,630,0.7,4,101512000
36,630,0.7,4,101507460
36,630,0.7,4,101513745
36,630,0.7,4,101560539
36,630,0.7,4,101482666
36,630,0.7,4,101558933
36,630,0.7,4,101477847
36,630,0.7,4,101449561
36,630,0.7,4,101493212
36,630,0.7,4,101465974
36,630,0.7,4,101837808
36,630,0.7,4,101562076
36,630,0.7,4,101519961
36,630,0.7,4,101433358
36,630,0.7,4,101452634
36,630,0.7,4,101480431
36,630,0.7,4,101527853
36,630,0.7,4,101636945
36,630,0.7,4,101526177
36,630,0.7,4,101495167
36,630,0.7,4,101461295
36,630,0.7,4,101496285
36,630,0.7,4,101487206
36,630,0.7,4,101591269
36,630,0.7,4,101504876
36,630,0.7,4,101486368
36,630,0.7,4,101498450
36,630,0.7,4,101462272
36,630,0.7,4,101551809
36,630,0.7,4,101501313
36,630,0.7,4,101499638
36,630,0.7,4,101538120
36,630,0.7,4,101508438
36,630,0.7,4,101469117
36,630,0.7,4,101485041
36,630,0.7,4,101505644
36,630,0.7,4,101539726
36,630,0.7,4,101459758
36,630,0.7,4,101497053
36,630,0.7,4,101474704
36,630,0.7,4,101509974
36,630,0.7,4,101606145
36,630,0.7,4,101508228
36,630,0.7,4,101518634
36,630,0.7,4,101562355
36,630,0.7,4,101477009
36,630,0.7,4,101501243
36,630,0.7,4,101526038
36,630,0.7,4,101485808
36,630,0.7,4,101505225
36,630,0.7,4,101526666
36,630,0.7,4,101591129
36,630,0.7,4,101506761
36,630,0.7,4,101455707
36,630,0.7,4,101541473
36,630,0.7,4,101507808
36,630,0.7,4,101511580
36,630,0.7,4,101505015
36,630,0.7,4,101558234
36,630,0.7,4,101526666
36,630,0.7,4,101482596
36,630,0.7,4,101570387
36,630,0.7,4,101504945
36,630,0.7,4,101611523
36,630,0.7,4,101466602
36,630,0.7,4,101564380
36,630,0.7,4,101534837
36,630,0.7,4,101543568
36,630,0.7,4,101486996
36,630,0.7,4,101499148
36,630,0.7,4,101515841
36,630,0.7,4,101549364
36,630,0.7,4,101477288
36,630,0.7,4,101438247
36,630,0.7,4,101464437
36,630,0.7,4,101526316
36,630,0.7,4,101482387
36,630,0.7,4,101482386
36,630,0.7,4,101482247
36,630,0.7,4,101469047
36,630,0.7,4,101472749
36,630,0.7,4,101498031
36,630,0.7,5,126949556
36,630,0.7,5,126892147
36,630,0.7,5,126818464
36,630,0.7,5,126966737
36,630,0.7,5,126904509
36,630,0.7,5,126878458
36,630,0.7,5,126860578
36,630,0.7,5,126949277
36,630,0.7,5,126873289
36,630,0.7,5,126862115
36,630,0.7,5,126923505
36,630,0.7,5,126889562
36,630,0.7,5,126861417
36,630,0.7,5,126856807
36,630,0.7,5,126875524
36,630,0.7,5,126861696
36,630,0.7,5,126922039
36,630,0.7,5,126827613
36,630,0.7,5,126877410
36,630,0.7,5,126848146
36,630,0.7,5,126870845
36,630,0.7,5,126877689
36,630,0.7,5,126855271
36,630,0.7,5,126865327
36,630,0.7,5,126934051
36,630,0.7,5,126820978
36,630,0.7,5,126898223
36,630,0.7,5,126879086
36,630,0.7,5,126831035
36,630,0.7,5,126927277
36,630,0.7,5,126886699
36,630,0.7,5,126870984
36,630,0.7,5,126889213
36,630,0.7,5,126908769
36,630,0.7,5,126895010
36,630,0.7,5,126905905
36,630,0.7,5,126845772
36,630,0.7,5,127099435
36,630,0.7,5,127014159
36,630,0.7,5,126953887
36,630,0.7,5,126944597
36,630,0.7,5,126852966
36,630,0.7,5,126904857
36,630,0.7,5,127053829
36,630,0.7,5,126874826
36,630,0.7,5,126838788
36,630,0.7,5,126873359
36,630,0.7,5,126914915
36,630,0.7,5,126860718
36,630,0.7,5,126834528
36,630,0.7,5,126846470
36,630,0.7,5,126877200
36,630,0.7,5,126850242
36,630,0.7,5,126944248
36,630,0.7,5,126922457
36,630,0.7,5,126863791
36,630,0.7,5,126882159
36,630,0.7,5,126837950
36,630,0.7,5,126946972
36,630,0.7,5,126842070
36,630,0.7,5,126830965
36,630,0.7,5,126858553
36,630,0.7,5,126878807
36,630,0.7,5,126853733
36,630,0.7,5,126907791
36,630,0.7,5,126921270
36,630,0.7,5,126892496
36,630,0.7,5,126872800
36,630,0.7,5,126890400
36,630,0.7,5,127118013
36,630,0.7,5,126892984
36,630,0.7,5,126852407
36,630,0.7,5,126813225
36,630,0.7,5,126966877
36,630,0.7,5,126877968
36,630,0.7,5,126851359
36,630,0.7,5,126922807
36,630,0.7,5,126886070
36,630,0.7,5,126867283
36,630,0.7,5,126860508
36,630,0.7,5,126885023
36,630,0.7,5,126908838
36,630,0.7,5,126964991
36,630,0.7,5,127019816
36,630,0.7,5,126806172
36,630,0.7,5,126938172
36,630,0.7,5,126963175
36,630,0.7,5,126846889
36,630,0.7,5,126987829
36,630,0.7,5,126937822
36,630,0.7,5,126882928
36,630,0.7,5,126851988
36,630,0.7,5,126852686
36,630,0.7,5,126884394
36,630,0.7,5,126881391
36,630,0.7,5,126861207
36,630,0.7,5,126892216
36,630,0.7,5,126855270
36,630,0.7,5,126971486
36,630,0.7,5,126887886
36,630,0.8,1,25460604
36,630,0.8,1,25384617
36,630,0.8,1,25391392
36,630,0.8,1,25381265
36,630,0.8,1,25386223
36,630,0.8,1,25370998
36,630,0.8,1,25374560
36,630,0.8,1,25438395
36,630,0.8,1,25418490
36,630,0.8,1,25410528
36,630,0.8,1,25393696
36,630,0.8,1,25372116
36,630,0.8,1,25385455
36,630,0.8,1,25364084
36,630,0.8,1,25373582
36,630,0.8,1,25370510
36,630,0.8,1,25382871
36,630,0.8,1,25363874
36,630,0.8,1,25375468
36,630,0.8,1,25368833
36,630,0.8,1,25411296
36,630,0.8,1,25384059
36,630,0.8,1,25367157
36,630,0.8,1,25399214
36,630,0.8,1,25377773
36,630,0.8,1,25363735
36,630,0.8,1,25400401
36,630,0.8,1,25399284
36,630,0.8,1,25359614
36,630,0.8,1,25374840
36,630,0.8,1,25364712
36,630,0.8,1,25362338
36,630,0.8,1,25373303
36,630,0.8,1,25378332
36,630,0.8,1,25361779
36,630,0.8,1,25361290
36,630,0.8,1,25375888
36,630,0.8,1,25367715
36,630,0.8,1,25379240
36,630,0.8,1,25488052
36,630,0.8,1,25388389
36,630,0.8,1,25372255
36,630,0.8,1,25386643
36,630,0.8,1,25386712
36,630,0.8,1,25376446
36,630,0.8,1,25373233
36,630,0.8,1,25387271
36,630,0.8,1,25374420
36,630,0.8,1,25373583
36,630,0.8,1,25367506
36,630,0.8,1,25410528
36,630,0.8,1,25364294
