n,m,ns
5,3,27657
5,3,26889
5,3,26260
5,3,27237
5,3,27237
5,3,27168
5,3,26679
5,3,27238
5,3,26959
5,3,27168
5,3,27168
5,3,27168
5,3,27029
5,3,26260
5,3,26888
5,3,26958
5,3,27727
5,3,28216
5,3,28215
5,3,27797
5,3,26888
5,3,26958
5,3,27028
5,3,27866
5,3,28285
5,3,28146
5,3,27797
5,3,28215
5,3,27866
5,3,27168
5,3,26819
5,3,27028
5,3,28076
5,3,27866
5,3,27587
5,3,26609
5,3,27168
5,3,27028
5,3,27587
5,3,26888
5,3,26888
5,3,27167
5,3,27377
5,3,28006
5,3,27237
5,3,27586
5,3,26819
5,3,27866
5,3,27586
5,3,27447
5,3,26958
5,3,27098
5,3,27866
5,3,27238
5,3,27447
5,3,26958
5,3,28215
5,3,27307
5,3,26609
5,3,27098
5,3,27238
5,3,27238
5,3,26889
5,3,26888
5,3,27168
5,3,26889
5,3,26888
5,3,27168
5,3,27098
5,3,27098
5,3,27377
5,3,27518
5,3,27936
5,3,27238
5,3,27378
5,3,27517
5,3,27238
5,3,27098
5,3,27028
5,3,27028
5,3,27028
5,3,26749
5,3,26679
5,3,26958
5,3,27098
5,3,26749
5,3,26819
5,3,27657
5,3,26679
5,3,26819
5,3,27168
5,3,26958
5,3,35898
5,3,27307
5,3,27937
5,3,27237
5,3,27028
5,3,26121
5,4,29962
5,4,30031
5,4,28984
5,4,29123
5,4,28355
5,4,28914
5,4,29054
5,4,29543
5,4,29892
5,4,28914
5,4,28705
5,4,29054
5,4,28634
5,4,29542
5,4,29054
5,4,28844
5,4,28984
5,4,28635
5,4,29053
5,4,29193
5,4,29683
5,4,28914
5,4,28914
5,4,29193
5,4,28565
5,4,28704
5,4,28215
5,4,28356
5,4,29193
5,4,28914
5,4,28705
5,4,28774
5,4,28425
5,4,28705
5,4,28425
5,4,28844
5,4,29053
5,4,28984
5,4,28844
5,4,30031
5,4,28775
5,4,28774
5,4,30031
5,4,29193
5,4,29054
5,4,28914
5,4,28704
5,4,28564
5,4,28844
5,4,28774
5,4,28844
5,4,28705
5,4,28564
5,4,29193
5,4,28914
5,4,28984
5,4,29542
5,4,29194
5,4,28704
5,4,28705
5,4,28775
5,4,28774
5,4,28845
5,4,28774
5,4,29472
5,4,29822
5,4,28634
5,4,29542
5,4,30031
5,4,30101
5,4,29962
5,4,29472
5,4,29682
5,4,30101
5,4,29472
5,4,28913
5,4,28914
5,4,29472
5,4,29263
5,4,28774
5,4,28844
5,4,28006
5,4,29053
5,4,28914
5,4,28704
5,4,29054
5,4,28704
5,4,29123
5,4,28565
5,4,28774
5,4,29542
5,4,29682
5,4,29193
5,4,28774
5,4,29054
5,4,28984
5,4,28844
5,4,29054
5,4,28635
5,4,28704
5,5,33872
5,5,32197
5,5,31707
5,5,30940
5,5,31358
5,5,31498
5,5,31568
5,5,31777
5,5,30660
5,5,31428
5,5,31498
5,5,31777
5,5,32056
5,5,31009
5,5,31638
5,5,32197
5,5,31707
5,5,40089
5,5,31917
5,5,31707
5,5,32127
5,5,31778
5,5,31358
5,5,32127
5,5,31987
5,5,31568
5,5,31848
5,5,31638
5,5,31498
5,5,31708
5,5,31009
5,5,31777
5,5,31498
5,5,32056
5,5,31498
5,5,31707
5,5,31637
5,5,31637
5,5,31847
5,5,32266
5,5,32615
5,5,31848
5,5,31778
5,5,31638
5,5,31358
5,5,32196
5,5,31638
5,5,30590
5,5,31218
5,5,31429
5,5,31288
5,5,31637
5,5,32545
5,5,31637
5,5,31777
5,5,31498
5,5,31568
5,5,31638
5,5,31778
5,5,31568
5,5,31708
5,5,31987
5,5,31568
5,5,32895
5,5,32894
5,5,32196
5,5,32267
5,5,31358
5,5,31848
5,5,32336
5,5,31778
5,5,31638
5,5,31568
5,5,31987
5,5,31777
5,5,31498
5,5,31149
5,5,31218
5,5,31637
5,5,31707
5,5,31358
5,5,31218
5,5,31707
5,5,31567
5,5,31148
5,5,32056
5,5,32895
5,5,32894
5,5,32476
5,5,32196
5,5,31429
5,5,31358
5,5,31637
5,5,31149
5,5,31707
5,5,31568
5,5,32057
5,5,31778
5,5,31359
5,5,30730
5,6,45606
5,6,44628
5,6,45256
5,6,43720
5,6,43720
5,6,43720
5,6,43650
5,6,43859
5,6,43650
5,6,43231
5,6,42952
5,6,43232
5,6,42602
5,6,43162
5,6,43022
5,6,43091
5,6,42882
5,6,42253
5,6,42742
5,6,42672
5,6,43162
5,6,43999
5,6,43720
5,6,42812
5,6,66977
5,6,40996
5,6,41346
5,6,41136
5,6,42183
5,6,40997
5,6,40787
5,6,41066
5,6,40926
5,6,41066
5,6,41067
5,6,40717
5,6,41205
5,6,40996
5,6,40298
5,6,40857
5,6,42323
5,6,41415
5,6,40367
5,6,40158
5,6,40647
5,6,40298
5,6,41485
5,6,41555
5,6,42114
5,6,40857
5,6,40508
5,6,40926
5,6,40717
5,6,40786
5,6,41625
5,6,40298
5,6,40298
5,6,41485
5,6,40158
5,6,42114
5,6,40508
5,6,40228
5,6,40507
5,6,40438
5,6,40508
5,6,41066
5,6,41136
5,6,40577
5,6,40298
5,6,40228
5,6,40508
5,6,40438
5,6,42044
5,6,39879
5,6,40647
5,6,40787
5,6,41625
5,6,42114
5,6,40437
5,6,40507
5,6,40997
5,6,40927
5,6,41206
5,6,40507
5,6,40298
5,6,41066
5,6,42114
5,6,40578
5,6,41206
5,6,40298
5,6,40577
5,6,40158
5,6,40647
5,6,40298
5,6,40368
